id,jounral_abbreviation,article_title,journal_title,article_language,article_jcreated_at,journal_issn,article_jvolumn,article_pagination,article_jissue,author_list
636937,empty,"Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.",Plos Neglected Tropical Diseases,eng,1/12/01,1935-2735,6,e1919,11,"{""Victor Kande"",""Epco Hasker"",""Veerle Lejon"",""Jean-Jacques Muyembe"",""Patrick Mitashi"",""Marleen Boelaert"",""Pascal Lutumba""}"
743394,Neuropharmacology,Overlap of food addiction and substance use disorders definitions: analysis of animal and human studies.,Neuropharmacology,eng,1/14/10,1873-7064,85,81-90,-1,"{""Antoine Hone-Blanchet"",""Shirley Fecteau""}"
592201,empty,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience,empty,eng,1/1/99,empty,28,131-4,2,"{""E. M. Quigley"",""J. K. DiBaise""}"
914007,Phys Ther,Bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (Structured abstract),Physical therapy,empty,1/9/01,0031-9023,89,1126-1141,11,"{""H. H. Huang"",""J. Hale"",""L. Fetters"",""A. McBride""}"
208824,empty,"Optical turbulence: weak turbulence, condensates and collapsing filaments in the nonlinear Schr_dinger equation",Physica D: Nonlinear Phenomena,empty,6/15/92,0167-2789 DO  - http://dx.doi.org/10.1016/j.physd.2013.07.012,57,96-160,1,"{""V.E. Zakharov"",""S. Dyachenko"",""A.C. Newell"",""A. Pushkarev""}"
759501,Z Erkr Atmungsorgane Folia Bronchol,"[Progress in joint international research of demographic and geographic distribution of insignificant, middle and high-grade tuberculin skin sensitivity].",Zeitschrift fr Erkrankungen der Atmungsorgane mit Folia bronchologica,ger,12/1/70,0044-2631,133,99-106,1,"{""M A Bleiker""}"
506162,empty,Efficacy of Class 1 elastic compression stockings in the early stages of chronic venous disease. A comparative study.,Int. Angiol.,eng,1/3/12,0392-9590,22,383-92,4,"{""F Vin"",""F A Allaert"",""J P Benigni"",""S Sadoun""}"
372697,Blood Rev.,The future of JAK inhibition in myelofibrosis and beyond,Blood Reviews,empty,1/14/09,0268-960X,28,189-196,5,"{""R.A. Mesa"",""N.C.P. Cross"",""J.O. Mascarenhas""}"
609245,"Journal of alternative and complementary medicine (New York, N.Y.)",Reinventing the wheel? Or the emperor's new clothes.,J Altern Complement Med,eng,1/3/10,1075-5535,9,613-5,5,"{""George Vithoulkas"",""Menachem Oberbaum"",""Shepherd Singer"",""Robbert van Haselen""}"
584706,Jama,A study of out-of-hospital cardiac arrests in northeastern Minnesota,Jama,eng,1/1/86,0098-7484,256,477-83,4,"{""G. S. McDonald"",""J. W. Bachman"",""P. C. O'Brien""}"
822897,empty,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",Complementary Therapies in Medicine,empty,1/13/01,empty,21,348-357,4,"{""K. F. Lam"",""S. M. Ng"",""B. H. P. Lau"",""H. H. M. Lo"",""C. L. W. Chan""}"
145770,Catheter Cardiovasc Interv,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,eng,1/11/04,1522-726X,77,617-22,5,"{""Gilles Montalescot"",""Gordon FitzGerald"",""Kurt G Barringhaus"",""[Collective Name] GRACE Investigators"",""Frans Van de Werf"",""Joel M Gore"",""David D McManus"",""Jos L_pez-Send_n"",""Philippe Gabriel Steg"",""Kay Lee Park""}"
24026,Nature,Modelling the effects of subjective and objective decision making in scientific peer review.,Nature,eng,6/14/02,1476-4687,506,Jun-93,7486,"{""Marcus R Munaf_"",""Mike W Peacey"",""In-Uck Park""}"
44484,Eur. Respir. J.,"Exercise-induced flow limitation, dynamic hyperinflation and exercise capacity in patients with bronchial asthma.",The European respiratory journal,eng,1/4/09,0903-1936,24,378-84,3,"{""A Polychronaki"",""Ch Roussos"",""A Koutsoukou"",""I Dimitroulis"",""J Milic-Emili"",""N G Koulouris"",""S Retsou"",""E N Kosmas"",""M Gaga""}"
379988,empty,The combined role of serotonin and interleukin-6 as biomarker for autism,empty,empty,1/22/15,empty,284,290-296,0,"{""Y.-J. Du"",""X.-M. Zhu"",""B. Sang"",""C.-J. Yang"",""C.-L. Liu""}"
333862,Public Health Nurs,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir,"Public health nursing (Boston, Mass.)",empty,1/8/01,0737-1209,25,327-35,4,"{""Muhammad Rafique"",""M. Ikram Shahzad"",""Shahida Jabeen""}"
779555,empty,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands,Value in Health,English,1/14/01,empty,17,223-230,2,"{""S. T. Visser"",""M. J. Postma"",""P. Denig"",""F. M. De Vries"",""E. Hak""}"
323860,empty,Women's sexuality in the South African constitutional court,Feminist Legal Studies,English,1/6/01,09663622 (ISSN),14,391-406,3,"{""E. Bonthuys""}"
646572,empty,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].,Impfstoffe: Akzeptanz und Sicherheit.,ger,1/10/08,1439-4413,135,1531-7,31,"{""R Schwarz"",""J Ernst"",""M Zenger"",""E Br_hler"",""R Schmidt""}"
128182,empty,"A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain",empty,eng,1/5/01,empty,32,"1114-7 ST  - A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain-",0,"{""M. Rossignol"",""F. A. Allaert"",""B. Bannwarth"",""J. P. C1  - Frn RCT-s_kningen CN  - Pubmed DA  - Jun DP  - NLM ET  - 2005/06/09 Valat"",""S. Rozenberg"",""B. Avouac""}"
252998,empty,Efficacy and safety of NMDA receptor antagonists augmentation therapy for schizophrenia: An updated meta-analysis of randomized placebo-controlled trials,Journal of Psychiatric Research,empty,1/13/01,0022-3956,47,2018-2020,12,"{""Yuki Matsuda"",""Taro Kishi"",""Nakao Iwata""}"
231933,empty,"Taste, olfactory and food texture reward processing in the brain and obesity",International Journal of Obesity,empty,1/11/01,empty,35,550-561,4,"{""E. T. Rolls""}"
683304,Sleep,Prefrontal hypoactivation and recovery in insomnia.,Sleep,eng,1/8/09,0161-8105,31,1271-6,9,"{""Joost P A Kuijer"",""Thom A Voorn"",""Ernesto J Sanz-Arigita"",""Ellemarije Altena"",""Eus J W Van Someren"",""Serge A R B Rombouts"",""Ysbrand D Van Der Werf""}"
854628,empty,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.,JPN. J. CANCER RES.,eng,5/1/90,0910-5050,81,527-35,5,"{""N Saijo"",""M Yamakido"",""K D Tew"",""Y Fujiwara"",""K Kasahara"",""M Bungo"",""Y Sugimoto""}"
117678,J. Dent. Res.,"Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis, a pre-cancerous condition of oral cancer.",Journal of dental research,eng,1/1/12,0022-0345,80,Sep-55,12,"{""L J Hahn"",""C J Chiu"",""M L Chang"",""L L Hsieh"",""Y S Kuo"",""H M Chen"",""C P Chiang"",""C J Chen""}"
795170,Ther Adv Respir Dis,Improving end-of-life care for patients with chronic obstructive pulmonary disease.,Therapeutic advances in respiratory disease,eng,1/13/12,1753-4666,7,320-6,6,"{""Helen M Sorenson""}"
783722,empty,Diabetes and other comorbidities in breast cancer survival by race/ethnicity: The California breast cancer survivorship consortium (CBCSC),Cancer Epidemiology Biomarkers and Prevention,English,1/15/01,empty,24,361-368,2,"{""B. J. Caan"",""E. M. John"",""T. H. M. Keegan"",""A. H. Wu"",""L. Bernstein"",""S. Shariff-Marco"",""R. Sposto"",""C. C. Tseng"",""J. Sullivan-Halley"",""Y. Lu"",""C. Vigen"",""M. L. Kwan"",""S. L. Gomez"",""A. W. Kurian"",""I. Cheng"",""V. S. Lee""}"
376103,empty,Effect of e-health on medical expenditures of outpatients with lifestyle-related diseases,empty,English,1/11/01,empty,17,591-5,8,"{""Y. Akematsu"",""M. Tsuji"",""K. Minetaki""}"
505530,empty,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract),empty,empty,1/1/00,empty,91,359-362,5,"{""E. L. Krivchenia"",""M. I. Evans"",""M. A. Ayoub"",""V. L. Miller"",""S. B. Ransom""}"
868618,Onkologie,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846),Onkologie,empty,1/13/01,0378-584X,36,75,0,"{""J. Gschwend"",""S. Schirrmacher-Memmel"",""A. Beeker"",""M. O. Grimm"",""B. Brehmer"",""M. Zaiss"",""U. Von Verschuer"",""S. Pahernik"",""M. Bos"",""M. De Santis"",""M. Retz"",""S. Krause""}"
503451,Rheumatology,Epidemiology of sporting injuries among elite soccer players: A longitudinal study,Rheumatology (United Kingdom),empty,1/12/01,1462-0324,51,iii25-iii25,0,"{""M Gimpel"",""S Gadola"",""P Cooper"",""K Jameson"",""G Deakin"",""M Godtschailk"",""M Stokes"",""C Cooper""}"
113363,empty,Mental health symptoms in a population based survey of minority farm operators,empty,empty,empty,empty,0,62928,0,"{""A. L. Steege"",""T. Alterman"",""M. R. Petersen"",""J. Li""}"
944558,Neurological research,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,Neurol Res,eng,1/3/01,0161-6412 (Print) 0161-6412,25,153-6,2,"{""H. Oshima"",""K. Kobayashi"",""T. Yamamoto"",""M. Kasai"",""C. Fukaya"",""Y. Katayama""}"
875250,Helicobacter,Antimicrobial resistance of H. pylori isolates in alaska native persons from 2000-2008: Results from the alaska sentinel surveillance project,Helicobacter,empty,1/9/01,1523-5378,14,328,4,"{""M. G. Bruce"",""J. Morris"",""B. McMahon"",""A. Tveit"",""D. Hurlburt"",""D. Bruden""}"
786108,empty,Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL,Haematologica,empty,1/9/01,0390-6078,94,138-139,0,"{""C. Dearden"",""J. Dodd"",""E. Matutes"",""D. Catovsky"",""J. Blundell"",""A. Rawstrom"",""D. Allsup"",""D. Oscier"",""T. Hamblin"",""S. Dodd"",""E. Heartin"",""R. Jones"",""J. Radford"",""S. Proctor"",""S. Agrawal"",""P. Hillmen"",""G. Follows"",""R. Pettitt"",""A. Bloor"",""S. Devereux"",""S. Carruthers""}"
233544,Aust J Rural Health,Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.,The Australian journal of rural health,eng,1/14/08,1440-1584,22,156-9,4,"{""Sabe Sabesan"",""Peter Aiken"",""Lynden J Roberts"",""Sarah Larkins"",""Abhishek Joshi""}"
163093,empty,Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers,empty,English,1/9/01,empty,84,120-6 ST  - Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers-,0,"{""Robert L. Kriel"",""Jennifer R. Riss"",""Vijay D. Ivaturi"",""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd"",""Ronald A. Siegel""}"
31763,J. Med. Chem.,Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.,Journal of medicinal chemistry,eng,3/27/14,1520-4804,57,2755-72,6,"{""Irene G Salado"",""Ana Martinez"",""Daniel I Perez"",""Brian C Kraemer"",""Murilo L Bello"",""Concepci_n Perez"",""Nicole F Liachko"",""Magalie Lecourtois"",""Miriam Redondo"",""Carmen Gil"",""Laetitia Miguel""}"
949775,empty,The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care,Journal of Women's Health (15409996),empty,1/6/01,1540-9996,15,862-869,7,"{""Alicia Heapy"",""Sally G. Haskell"",""M. Carrington Reid"",""Robert D. Kerns"",""Rebecca K. Papas""}"
847600,Public Health Nurs,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,"Public health nursing (Boston, Mass.)",ENG,4/15/11,1525-1446,-1,empty,-1,"{""Ashley McDonald"",""Shannon N Zenk"",""Colleen Corte"",""Kelly K Jones""}"
638338,Circulation,"Letter by Raposeiras-Roubin et al regarding article, ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",Circulation,eng,1/11/11,1524-4539,124,e483; author's reply e484,18,"{""Sergio Raposeiras-Roub_n"",""Jos Maria Garc_a-Acua"",""Jos Ram_n Gonzlez-Juanatey""}"
14077,Acta Derm. Venereol.,Preferential expression of T-cell receptor V beta-chains in atopic eczema.,Acta dermato-venereologica,eng,5/1/96,Jan-55,76,214-8,3,"{""C L_liger"",""K Neuber"",""J Ring"",""I K_hler""}"
453607,empty,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],empty,empty,empty,empty,0,empty,0,{NULL}
690793,Protein Sci.,Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.,Protein science : a publication of the Protein Society,eng,1/12/03,1469-896X,21,307-17,3,"{""Cameron F Abrams"",""Spencer T Stober""}"
799604,Am J Orthod Dentofacial Orthop,Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",eng,4/1/90,0889-5406,97,336-48,4,"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}"
718091,empty,"A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs, trunk, and face. Guttate psoriasis.","JAAPA: Journal of the American Academy of Physician Assistants (Haymarket Media, Inc.)",eng,1/7/01,1547-1896,20,72,1,"{""Richard Andrews"",""Erica B Lundsten"",""A Maureen Bundick Morgan""}"
935189,Am J Infect Control,Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,American journal of infection control,eng,4/1/89,0196-6553,17,83-88,2,"{""E Larson"",""B A Laughon"",""K Mayur""}"
711472,empty,Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity,Journal of Aging & Physical Activity,empty,2/8/07,1063-8652,16,S67-8 1p,0,"{""Bouchard DR"",""Soucy L"",""Senechal M"",""Brochu M"",""Dionne IJ""}"
660574,Hepatology,Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.,"Hepatology (Baltimore, Md.)",eng,1/11/06,1527-3350,53,1883-94,6,"{""Silvia Sookoian"",""Carlos J Pirola""}"
873322,empty,"Prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli, Klebsiella pneumoniae, and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands",Microb Drug Resist,eng,1/10/01,1076-6294 (Print)     1076-6294,16,55-60,1,"{""C. Handgraaf"",""W. J. Melchers"",""T. Klaassen"",""P. D. Sturm"",""E. T. Bochum"",""S. V. van Mook-Vermulst""}"
774830,Stroke,Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.,Stroke; a journal of cerebral circulation,empty,1/15/01,0039-2499,46,2335-2340,8,"{""Diederik van de Beek"",""Anthony G Rudd"",""Lalit Kalra"",""Joan Montaner"",""Javier Garau"",""Pippa J Tyrrell"",""Stephen J Hopkins"",""Craig J Smith"",""Mark Woodhead"",""Angel Chamorro"",""Mario Di Napoli"",""Andreas Meisel"",""Peter Langhorne"",""Andy Vail"",""Amit K Kishore"",""Christine Roffe""}"
768192,Journal of graduate medical education,A narrative review of surgical resident duty hour limits: where do we go from here?,J Grad Med Educ,eng,1/13/01,1949-8349 (Print)     1949-8357,5,19-24,1,"{""P. D. Fabricant"",""M. P. Bostrom"",""C. J. Dy"",""D. M. Dare""}"
950926,empty,FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES,Health & Social Work,empty,1/4/01,0360-7283,29,167-175,3,"{""Beverley J. Antle""}"
204215,Nephrol. Dial. Transplant.,Different renal toxicity profiles in the association of cyclosporine and tacrolimus with sirolimus in rats.,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",eng,1/8/10,1460-2385,23,11-Sep,10,"{""N_ria Lloberas"",""Marcel la Franquesa"",""Josep M Cruzado"",""Josep M Griny_"",""Ins Rama"",""Gabriela Alperovich"",""Immaculada Herrero-Fresneda"",""Joan Torras"",""Pepita Gimnez-Bonaf""}"
129552,Oral Oncol.,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,Oral oncology,eng,1/10/10,1879-0593,46,720-6,10,"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}"
526825,Stroke,Genetic overlap between diagnostic subtypes of ischemic stroke.,Stroke; a journal of cerebral circulation,eng,1/15/03,1524-4628,46,615-9,3,"{""Eugenio A Parati"",""Bruce M Psaty"",""Christopher Levi"",""Guido Falcone"",""Ioana Cotlarciuc"",""Bradford B Worrall"",""Rodney J Scott"",""Hugh S Markus"",""Jonathan Rosand"",""Jim Jannes"",""John W Cole"",""Sudha Seshadri"",""Rainer Malik"",""M Arfan Ikram"",""Christopher Oldmeadow"",""Karen L Furie"",""Kerri L Wiggins"",""Jane M Maguire"",""Matthew Traylor"",""Peter M Rothwell"",""[Collective Name] Wellcome Trust Case Control Consortium 2"",""[Collective Name] Australian Stroke Genetics Collaborative"",""Steven J Kittner"",""Braxton D Mitchell"",""Elizabeth G Holliday"",""Jemma C Hopewell"",""Giorgio B Boncoraglio"",""Eric Boerwinkle"",""Lisa F Lincz"",""Robert Clarke"",""Steve Bevan"",""Naomi R Wray"",""John Attia"",""James F Meschia"",""Joshua C Bis"",""Thomas H Mosley"",""Mike A Nalls"",""Cathie Sudlow"",""Yu-Ching Cheng"",""Pankaj Sharma"",""Martin Dichgans"",""[Collective Name] International Stroke Genetics Consortium"",""Myriam Fornage""}"
