117316.city,MANVILEL,MANVILLE
39844.city,LATENBURG,ALTENBURG
96826.singleexemp,,0
105684.childexemp,,0
41648.state,C,DC
123303.marriedexemp,,0
113120.marriedexemp,***,0
170199.childexemp,1200***,1200
154957.state,vDC,DC
199885.state,ED,DE
182975.state,A,GA
135794.city,AMEHRST,AMHERST
135234.singleexemp,a0,0
170405.marriedexemp,,0
30919.state,KA,AK
105769.childexemp,0,20
47249.state,C,DC
170615.city,ALBUQUEoRQUE,ALBUQUERQUE
194091.singleexemp,,0
79289.state,K,AK
57952.state,K,AK
52944.state,KA,AK
95329.marriedexemp,h0,0
157078.state,kAK,AK
107857.city,BvEATTY,BEATTY
67662.marriedexemp,***,0
126407.gender,eF,F
134575.childexemp,3300***,3300
66156.childexemp,c0,0
742.city,CLEARATER,CLEARWATER
9810.gender,oF,F
48198.singleexemp,q0,0
107036.marriedexemp,,0
37546.city,CHESETR,CHESTER
97231.city,AKOL,ALKOL
56593.singleexemp,***,0
97850.state,DpC,DC
192020.city,RARAT,ARARAT
11865.state,K,AK
141485.city,SAN TAN VALLEY***,SAN TAN VALLEY
6935.childexemp,,0
191151.marriedexemp,,0
11266.gender,***,F
93152.state,iMT,MT
67637.state,LA,AL
135995.city,SANJ UAN,SAN JUAN
75198.childexemp,u0,0
191031.marriedexemp,***,0
119920.state,KA,AK
65262.childexemp,2k0,20
65347.gender,***,M
143002.childexemp,i0,0
76613.singleexemp,***,0
84749.childexemp,,0
73810.state,pMD,MD
11596.gender,***,F
151925.marriedexemp,,0
96645.singleexemp,***,0
45667.childexemp,x0,0
8761.gender,***,F
143890.singleexemp,***,0
199369.city,ANDhALUSIA,ANDALUSIA
158736.state,qDC,DC
49413.singleexemp,***,0
122117.singleexemp,3300***,3300
5333.state,gDC,DC
175720.childexemp,***,0
162615.singleexemp,,0
108723.marriedexemp,q0,0
106377.singleexemp,***,0
78491.singleexemp,***,0
12295.gender,***,F
131270.city,LICOLN,LINCOLN
114672.marriedexemp,000,9000
29014.singleexemp,k0,0
199082.state,LA,AL
67588.gender,aM,M
80399.city,BRANTD,BRANDT
153959.state,AgK,AK
5423.city,CaHARLOTTE,CHARLOTTE
143779.childexemp,,0
173640.childexemp,***,0
15158.gender,,M
11695.state,CD,DC
179343.state,jAK,AK
74794.marriedexemp,,0
82292.childexemp,,0
141614.childexemp,l0,0
35114.state,DwC,DC
38525.marriedexemp,q0,0
137589.marriedexemp,***,0
135982.childexemp,72,272
8764.gender,,F
117260.state,CD,DC
10034.gender,,F
79817.marriedexemp,,0
127750.singleexemp,04,40
11630.gender,,F
90306.childexemp,,0
164383.state,KA,AK
8118.state,T,VT
73861.state,SK,KS
14517.gender,,F
136678.state,yMI,MI
57136.city,ONEOC,ONECO
148412.city,RIVERSIdDE,RIVERSIDE
103841.singleexemp,j0,0
46006.city,KINgGSPORT,KINGSPORT
23883.singleexemp,q0,0
9487.gender,***,F
150008.state,DyC,DC
12512.gender,cF,F
13237.gender,bF,F
125165.childexemp,,0
157687.childexemp,***,0
7168.marriedexemp,,0
62377.singleexemp,m0,0
67504.gender,iM,M
106897.marriedexemp,,0
6918.gender,,F
45506.marriedexemp,18,318
178378.childexemp,g1900,1900
10062.gender,***,F
106010.marriedexemp,f0,0
112467.childexemp,u0,0
59606.city,OOK,COOK
26428.singleexemp,,0
175095.gender,,F
125789.city,CYLIDNER,CYLINDER
153417.state,WeA,WA
95044.state,KA,AK
76473.gender,***,F
42144.state,KA,AK
143791.state,AhK,AK
138871.marriedexemp,,0
184971.childexemp,,0
105307.childexemp,,0
145857.childexemp,***,0
150515.marriedexemp,4000***,4000
13340.gender,***,F
197390.marriedexemp,,0
180102.singleexemp,,0
7665.gender,***,F
3524.childexemp,***,0
72986.state,nAK,AK
121740.childexemp,,0
21802.childexemp,,0
74730.city,LACARNdE,LACARNE
145040.marriedexemp,,0
153798.singleexemp,***,0
79143.state,C,DC
148194.state,gDC,DC
192438.childexemp,l0,0
145880.singleexemp,6000***,6000
115072.childexemp,b0,0
148153.state,yDC,DC
89160.marriedexemp,,0
112469.marriedexemp,***,0
85236.city,AMERICAoN FALLS,AMERICAN FALLS
117136.childexemp,40,400
108280.gender,yM,M
84263.childexemp,***,0
104607.singleexemp,f0,0
102148.gender,jM,M
47943.childexemp,,0
45204.singleexemp,***,0
116041.childexemp,,0
17118.singleexemp,n0,0
195044.gender,***,M
112330.childexemp,x0,0
98732.childexemp,t0,0
126278.city,AxNNAPOLIS,ANNAPOLIS
77269.childexemp,f0,0
72684.childexemp,200,1200
169725.marriedexemp,***,0
99478.city,ANTONaITO,ANTONITO
129104.city,ARDApRA,ARDARA
12379.city,RLLINSVILLE,ROLLINSVILLE
129808.marriedexemp,m0,0
12844.gender,xF,F
186014.marriedexemp,,0
126339.marriedexemp,,0
139762.state,wDC,DC
136810.state,R,AR
184504.city,ANNISTNO,ANNISTON
187145.marriedexemp,***,0
199495.state,DM,MD
138271.state,KA,AK
24171.gender,,F
92902.state,K,AK
135637.childexemp,z0,0
157177.singleexemp,n0,0
123606.city,cLA VISTA,LA VISTA
159792.singleexemp,w0,0
65983.gender,,F
122977.marriedexemp,***,0
118369.singleexemp,,0
187529.state,J,NJ
148700.marriedexemp,m6600,6600
64424.state,C,DC
14818.marriedexemp,660a0,6600
92975.singleexemp,,0
118509.city,iJASPER,JASPER
107192.state,C,DC
9238.gender,***,F
115301.marriedexemp,***,0
112749.city,BLAIEN,BLAINE
89820.marriedexemp,6600***,6600
116734.marriedexemp,z0,0
101924.city,NASHVLLE,NASHVILLE
114693.state,DcC,DC
131708.state,cNJ,NJ
177630.singleexemp,d0,0
87004.gender,***,M
38632.state,CD,DC
146149.marriedexemp,h0,0
122471.gender,,M
12168.state,lDC,DC
102035.childexemp,3030,3300
2891.city,FRUILTAND,FRUITLAND
85195.gender,,F
98034.state,K,AK
29873.singleexemp,,0
127898.singleexemp,***,0
169009.singleexemp,***,0
90656.singleexemp,,0
116171.childexemp,,0
104778.singleexemp,***,0
83736.singleexemp,,0
161375.state,C,DC
175417.singleexemp,***,0
79575.state,CD,DC
55606.state,KA,AK
181458.childexemp,,0
6921.gender,,F
169085.gender,iM,M
180334.childexemp,00,300
11054.gender,***,F
187193.marriedexemp,,0
105678.marriedexemp,***,0
175516.state,iRI,RI
183400.city,BLUE RVER,BLUE RIVER
38336.gender,***,M
149978.city,LAxFAYETTE,LAFAYETTE
30086.singleexemp,,0
179338.childexemp,,0
34998.singleexemp,300,3300
10025.gender,***,F
115961.childexemp,***,0
61395.city,ANCHRAGE,ANCHORAGE
4011.singleexemp,r0,0
174184.singleexemp,***,0
10114.gender,,F
137278.marriedexemp,08,80
181216.childexemp,***,0
51904.state,C,DC
55659.marriedexemp,***,0
161782.marriedexemp,t0,0
27026.marriedexemp,b0,0
182997.city,ALBUQURQUE,ALBUQUERQUE
100413.singleexemp,***,0
133792.marriedexemp,y0,0
150637.state,yMA,MA
164607.state,K,AK
6929.gender,,F
98107.childexemp,a0,0
169714.marriedexemp,700,5700
188430.singleexemp,040,1040
7558.city,MILtL RIVER,MILL RIVER
53447.gender,aF,F
82755.marriedexemp,,0
103718.gender,,F
73553.singleexemp,3030,3300
88608.city,SHAjNNOCK,SHANNOCK
114570.state,AqK,AK
158295.state,kAK,AK
33985.city,pZUNI,ZUNI
86227.state,JN,NJ
123616.city,ALAT,ALTA
140809.city,ARECIOB,ARECIBO
168807.state,KA,AK
20468.city,LEBNAON,LEBANON
43741.gender,,M
131346.state,mDC,DC
101362.marriedexemp,***,0
136466.singleexemp,***,0
71758.singleexemp,,0
51667.marriedexemp,***,0
180914.childexemp,***,0
172037.singleexemp,,0
57043.city,LTA,ALTA
72815.singleexemp,1307,1370
149881.gender,uM,M
160562.state,mPR,PR
45085.singleexemp,21q00,2100
165518.singleexemp,q0,0
60098.state,hDC,DC
119892.marriedexemp,l0,0
186387.city,NEWTONVILEL,NEWTONVILLE
52984.state,KA,AK
193842.marriedexemp,w0,0
64489.state,A,VA
35863.singleexemp,,0
199746.marriedexemp,***,0
185024.singleexemp,,0
182305.state,K,AK
132856.state,AxK,AK
195965.childexemp,k0,0
141353.gender,,F
173493.state,hMN,MN
135124.state,AiZ,AZ
180817.marriedexemp,***,0
92587.gender,oM,M
22520.childexemp,f0,0
110340.state,KA,AK
171226.marriedexemp,p0,0
132865.state,K,AK
7605.gender,cF,F
28234.singleexemp,,0
116578.state,nCA,CA
12339.gender,***,F
115175.city,EASON,EASTON
13698.gender,***,F
183527.singleexemp,j0,0
100947.city,VANSTON,EVANSTON
86294.marriedexemp,h0,0
13003.state,DdC,DC
7927.gender,iF,F
173266.gender,***,F
9898.childexemp,220,2250
94094.singleexemp,r0,0
137928.state,L,FL
8966.gender,fF,F
24159.gender,yF,F
156682.gender,yF,F
131167.state,rDC,DC
174137.singleexemp,***,0
13942.gender,,F
170617.singleexemp,***,0
162902.state,K,AK
70997.singleexemp,***,0
160837.singleexemp,***,0
74089.state,CD,DC
74722.city,COLBUN,COLBURN
10387.gender,,F
141826.singleexemp,***,0
107966.childexemp,***,0
156661.state,CD,DC
88276.childexemp,w0,0
120049.city,ARCER,ARCHER
52164.state,KA,AK
102957.singleexemp,***,0
156015.city,CEHYENNE,CHEYENNE
30517.state,CD,DC
30443.marriedexemp,***,0
111546.state,pAK,AK
111491.state,L,AL
73417.childexemp,300,3300
104566.childexemp,***,0
193233.city,OTO,OTTO
85872.singleexemp,,0
161626.city,RACADIA,ARCADIA
155253.state,CD,DC
23484.city,SAINTe LOUIS,SAINT LOUIS
16169.state,kVT,VT
153165.singleexemp,j0,0
156917.marriedexemp,,0
45538.marriedexemp,m0,0
186749.state,AdK,AK
166121.marriedexemp,480,4800
169829.childexemp,***,0
122870.city,ARCHjIE,ARCHIE
84975.city,LAMA,ALMA
67233.state,KA,AK
118881.state,C,DC
32939.city,FALL RIVRE,FALL RIVER
88695.marriedexemp,,0
190078.marriedexemp,,0
62680.singleexemp,g0,0
52114.marriedexemp,,0
160993.state,qIN,IN
187272.city,BOIVAR,BOLIVAR
185401.singleexemp,v0,0
86874.marriedexemp,,0
34035.marriedexemp,***,0
128035.marriedexemp,***,0
182781.singleexemp,355,3575
25860.state,OM,MO
124257.singleexemp,s0,0
170594.childexemp,,0
139780.marriedexemp,6600***,6600
9319.gender,***,F
37208.state,CD,DC
179404.state,KA,AK
56079.city,MONROtVIA,MONROVIA
45720.childexemp,***,0
31240.marriedexemp,04,40
28083.marriedexemp,400,4200
171021.singleexemp,s0,0
145660.childexemp,g0,0
113997.singleexemp,***,0
173826.marriedexemp,f0,0
136904.city,ALXANDRIA,ALEXANDRIA
154256.city,SPANGLaE,SPANGLE
32372.gender,,M
64958.gender,***,F
124643.state,KA,AK
192157.childexemp,***,0
158638.singleexemp,z0,0
84172.state,dDC,DC
185228.marriedexemp,***,0
36277.state,C,DC
126592.singleexemp,1r000,1000
10434.gender,,F
124811.marriedexemp,,0
176807.gender,***,F
9196.state,KA,AK
28096.marriedexemp,x0,0
41965.singleexemp,m0,0
129668.marriedexemp,***,0
41932.marriedexemp,500,5400
93192.singleexemp,4500***,4500
195491.singleexemp,***,0
176301.marriedexemp,***,0
95216.marriedexemp,***,0
111551.singleexemp,,0
54371.singleexemp,***,0
189206.childexemp,,0
157396.singleexemp,***,0
145511.city,ANCHOAGE,ANCHORAGE
15441.state,DdC,DC
187452.state,L,AL
40081.gender,***,M
81022.childexemp,r0,0
171920.city,mALTA,ALTA
149966.marriedexemp,0,40
183789.state,CN,NC
184459.childexemp,x0,0
65325.childexemp,***,0
112563.childexemp,,0
131124.singleexemp,l0,0
63473.state,DrC,DC
59540.singleexemp,t0,0
160635.childexemp,b0,0
113803.marriedexemp,,0
913.state,C,DC
184288.childexemp,,0
11841.singleexemp,z0,0
6592.gender,***,F
177397.marriedexemp,i0,0
192354.state,K,AK
42323.state,DwC,DC
194819.state,KA,AK
198763.childexemp,***,0
150870.state,eDC,DC
118329.state,J,NJ
192075.marriedexemp,***,0
6716.marriedexemp,,0
88261.state,K,AK
169197.gender,,M
195028.childexemp,z0,0
38587.state,I,RI
158492.state,KA,AK
11663.gender,,F
73768.city,IMLLIGAN,MILLIGAN
76000.city,NORAY,NORWAY
73751.singleexemp,***,0
16729.city,PROVIDEwNCE,PROVIDENCE
39137.marriedexemp,***,0
6538.childexemp,q0,0
175987.singleexemp,,0
192665.singleexemp,g0,0
160176.marriedexemp,s0,0
189122.state,ED,DE
119736.gender,gF,F
80369.city,ALATMONT,ALTAMONT
122275.state,AqK,AK
100240.childexemp,330,3300
1526.gender,***,F
46424.marriedexemp,,0
31510.state,iDC,DC
143236.marriedexemp,,0
123431.city,LATAMONT,ALTAMONT
160455.city,ARCDAIA,ARCADIA
52372.singleexemp,,0
131816.gender,cM,M
6122.gender,***,F
6505.gender,***,F
69212.city,ARD,WARD
8681.gender,lF,F
65275.state,DkC,DC
69524.state,K,AK
51619.city,ALOT,ALTO
72597.state,L,AL
11001.gender,,F
79292.marriedexemp,740,2740
47434.city,LEONRAD,LEONARD
42616.city,ANCHORGAE,ANCHORAGE
91004.singleexemp,***,0
136982.state,DjC,DC
64510.city,CEDAR BLUF,CEDAR BLUFF
92323.city,ALVATN,ALVATON
22253.gender,pF,F
46434.gender,***,F
39601.marriedexemp,,0
176310.state,iTX,TX
102899.marriedexemp,g0,0
69087.city,ALBUQUEQRUE,ALBUQUERQUE
172267.childexemp,,0
10522.gender,dF,F
193470.childexemp,***,0
46618.marriedexemp,20,220
24922.singleexemp,z0,0
147429.singleexemp,***,0
126847.childexemp,***,0
24219.state,LA,AL
10928.gender,***,F
183038.marriedexemp,g0,0
34768.singleexemp,w0,0
19580.singleexemp,,0
124972.marriedexemp,a0,0
189619.singleexemp,c0,0
75909.gender,mF,F
21040.state,K,AK
128519.state,AsL,AL
47346.singleexemp,s0,0
59545.city,ANDOEVR,ANDOVER
13551.gender,tF,F
61507.singleexemp,y0,0
7685.childexemp,,0
54491.singleexemp,s1000,1000
143411.singleexemp,s0,0
35169.singleexemp,g0,0
197494.childexemp,,0
140608.childexemp,,0
18464.city,GRlOVER,GROVER
65658.city,HOPKINTNO,HOPKINTON
144135.singleexemp,q3300,3300
9061.gender,,F
198350.city,HEARTb BUTTE,HEART BUTTE
96042.childexemp,,0
183360.childexemp,,0
51599.marriedexemp,***,0
113550.childexemp,***,0
2111.state,ArL,AL
152495.childexemp,,0
121734.marriedexemp,***,0
117341.state,CD,DC
29449.state,K,AK
134226.gender,***,M
34433.singleexemp,v0,0
8788.gender,***,F
137976.state,C,DC
49801.state,jDC,DC
122726.childexemp,,0
62192.singleexemp,***,0
36265.city,WASHINGTNO,WASHINGTON
33566.marriedexemp,,0
65657.marriedexemp,,0
84576.singleexemp,z0,0
61923.marriedexemp,x0,0
15122.marriedexemp,y0,0
8151.childexemp,,0
92756.childexemp,,0
81422.marriedexemp,,0
172831.state,AnK,AK
10073.gender,sF,F
196325.singleexemp,250,2850
28165.state,C,DC
11147.gender,,F
151272.city,SNA JUAN,SAN JUAN
100735.childexemp,***,0
136588.gender,fF,F
172180.marriedexemp,,0
69728.singleexemp,,0
18628.marriedexemp,4j0,40
178534.childexemp,,0
126695.marriedexemp,j0,0
11763.singleexemp,t0,0
102884.gender,,M
150556.childexemp,,0
13234.marriedexemp,570g0,5700
59613.marriedexemp,6600***,6600
122056.city,ALTOhNAH,ALTONAH
10436.gender,***,F
98066.city,ARCHEI,ARCHIE
23526.state,N,TN
197930.marriedexemp,***,0
147373.childexemp,x0,0
167498.city,GNAN VALLEY,GANN VALLEY
15702.city,HARTFnORD,HARTFORD
92832.marriedexemp,000,4000
150605.childexemp,2u400,2400
186863.gender,***,M
166458.childexemp,o0,0
151529.marriedexemp,d0,0
70218.city,TO ALTA,TOA ALTA
145030.singleexemp,,0
22788.singleexemp,1000***,1000
155014.marriedexemp,x0,0
11119.singleexemp,,0
41734.state,uTN,TN
150724.singleexemp,00,900
52631.state,CD,DC
171799.gender,wF,F
42809.childexemp,k0,0
116602.singleexemp,***,0
34215.state,yDC,DC
175267.singleexemp,d0,0
101687.state,T,VT
125211.singleexemp,***,0
102508.state,K,AK
2378.marriedexemp,***,0
98795.marriedexemp,420,4200
171242.marriedexemp,***,0
8842.gender,***,F
98165.singleexemp,***,0
11222.childexemp,2s475,2475
68273.childexemp,***,0
159871.marriedexemp,***,0
11716.marriedexemp,p0,0
112637.state,K,AK
66476.marriedexemp,2008,2080
10650.gender,kM,M
143421.childexemp,1030,1300
106441.marriedexemp,f0,0
121433.city,APITOL HEIGHTS,CAPITOL HEIGHTS
8047.gender,***,F
133528.childexemp,2205,2250
101817.childexemp,t0,0
95769.city,KENNSEAW,KENNESAW
8819.gender,***,F
61785.childexemp,,0
96131.state,CD,DC
71643.city,WATERMAvN,WATERMAN
184314.childexemp,***,0
155116.marriedexemp,***,0
90451.state,AzK,AK
74087.state,K,AK
16053.gender,pF,F
134076.gender,mM,M
168788.state,yAK,AK
191214.state,AV,VA
6754.gender,***,F
49042.gender,***,M
1843.childexemp,c0,0
7601.gender,tF,F
114567.childexemp,***,0
179512.city,BtRIDGEPORT,BRIDGEPORT
27037.singleexemp,f0,0
131612.marriedexemp,,0
150035.singleexemp,***,0
8512.gender,***,F
127893.singleexemp,***,0
83037.state,D,MD
23275.city,MRRIS,MORRIS
192933.childexemp,,0
179434.city,pARECIBO,ARECIBO
17536.singleexemp,,0
55074.childexemp,,0
43688.marriedexemp,2000,12000
31050.singleexemp,a0,0
74870.gender,***,M
135753.singleexemp,***,0
58539.marriedexemp,,0
136533.singleexemp,h0,0
83087.state,JN,NJ
164497.childexemp,150e0,1500
137602.singleexemp,,0
137118.childexemp,,0
101392.singleexemp,,0
99853.state,T,VT
19250.singleexemp,a0,0
149114.state,CD,DC
169601.marriedexemp,d0,0
75313.state,rDC,DC
198669.city,WASINGTON,WASHINGTON
39392.state,NT,TN
84927.marriedexemp,400,1400
23374.state,K,AK
36692.city,OGLD BEACH,GOLD BEACH
24534.childexemp,x0,0
96049.state,ApK,AK
12732.gender,,F
87012.state,KA,AK
80492.childexemp,0200,2000
188445.singleexemp,,0
157511.singleexemp,r0,0
137784.city,URBY,RUBY
24995.city,gALBUQUERQUE,ALBUQUERQUE
173235.singleexemp,1000***,1000
161284.state,KA,AK
36950.childexemp,***,0
178829.singleexemp,***,0
135820.singleexemp,,0
95752.singleexemp,s0,0
170957.marriedexemp,2600***,2600
55862.state,CD,DC
186567.marriedexemp,4000***,4000
197177.singleexemp,***,0
151743.childexemp,***,0
118004.state,qAL,AL
23214.childexemp,k1000,1000
92922.singleexemp,n0,0
71401.city,ARBOVAEL,ARBOVALE
78001.singleexemp,,0
112115.marriedexemp,***,0
12922.gender,***,F
116362.state,C,DC
39121.city,ATLHEIMER,ALTHEIMER
181164.state,kWV,WV
173118.singleexemp,,0
181204.state,KA,AK
109904.city,AkLIX,ALIX
141576.childexemp,o0,0
64853.childexemp,t0,0
35046.city,DESLHER,DESHLER
122218.state,D,SD
171925.childexemp,,0
83744.singleexemp,,0
103026.childexemp,,0
168887.childexemp,l0,0
139513.state,RA,AR
49884.state,CD,DC
33277.singleexemp,***,0
12743.gender,,F
157080.city,ANCHORAEG,ANCHORAGE
94801.singleexemp,***,0
133078.city,fLAWAI,LAWAI
12344.gender,iF,F
188780.marriedexemp,,0
175411.state,lMN,MN
115061.city,LANDRE,LANDER
104820.marriedexemp,,0
141759.marriedexemp,,0
168430.gender,***,M
100190.state,DyC,DC
99009.state,C,DC
12100.gender,***,F
197681.singleexemp,***,0
91899.childexemp,000,1000
60862.state,HO,OH
47265.city,URKEY CREEK,TURKEY CREEK
95919.childexemp,v0,0
93861.state,K,AK
48869.state,D,MD
39051.childexemp,,0
10842.gender,,F
162252.city,ANITMONY,ANTIMONY
20310.state,A,IA
65154.state,jKY,KY
100616.city,ALaGONA,ALGONA
196888.singleexemp,a0,0
94750.marriedexemp,g0,0
21299.city,hAKIAK,AKIAK
110294.gender,rM,M
11144.gender,hF,F
197373.state,sAK,AK
99543.childexemp,0,40
195728.state,KA,AK
90284.state,K,AK
171699.marriedexemp,400,4000
53136.state,DaC,DC
58404.childexemp,u0,0
126149.marriedexemp,***,0
156692.city,kUNIONTOWN,UNIONTOWN
188096.state,KA,AK
88101.gender,***,F
42948.marriedexemp,***,0
33052.state,IR,RI
162741.city,ROIE,ROXIE
138105.childexemp,,0
25720.state,R,PR
172300.state,eAK,AK
78469.singleexemp,***,0
64920.city,ALBINO,ALBION
50741.singleexemp,q1300,1300
118633.marriedexemp,,0
95549.state,C,DC
140888.state,CD,DC
33536.childexemp,c0,0
59078.state,C,DC
184250.childexemp,1000***,1000
119466.city,ACNHORAGE,ANCHORAGE
182816.childexemp,t0,0
19842.gender,***,F
26985.childexemp,p0,0
198426.singleexemp,f0,0
187249.marriedexemp,i0,0
12641.gender,,F
149525.city,ArMORET,AMORET
121011.city,ARDMOER,ARDMORE
108308.childexemp,m0,0
104434.childexemp,120,1200
56894.gender,***,F
123759.singleexemp,170,1370
51720.city,EFFIGNHAM,EFFINGHAM
140850.marriedexemp,***,0
11829.gender,xF,F
190471.marriedexemp,h0,0
85596.state,aSC,SC
178567.childexemp,,0
70053.state,AhK,AK
25227.childexemp,330o0,3300
53328.childexemp,l0,0
35865.childexemp,,0
196793.childexemp,,0
156188.city,ALELNTON,ALLENTON
13884.gender,***,F
107368.city,SIBELY,SIBLEY
68772.gender,***,M
146860.city,BaUCHANAN,BUCHANAN
49559.childexemp,,0
118262.city,TRIPLERr ARMY MEDICAL CENTER,TRIPLER ARMY MEDICAL CENTER
188408.childexemp,***,0
199028.gender,,M
41741.state,R,PR
142625.city,NORTH SCITATE,NORTH SCITUATE
67183.childexemp,e0,0
18666.city,SAFORD,SAFFORD
75012.marriedexemp,***,0
8863.singleexemp,b0,0
48142.childexemp,***,0
189413.gender,zM,M
179874.marriedexemp,***,0
135731.state,CD,DC
196033.childexemp,***,0
183161.state,CtT,CT
171144.marriedexemp,***,0
105622.state,K,AK
175377.state,zAK,AK
172038.gender,***,F
100260.city,LEONRADTOWN,LEONARDTOWN
45409.state,sAK,AK
19778.childexemp,***,0
90569.city,APEyX,APEX
75118.marriedexemp,,0
12447.gender,tF,F
80230.state,tAL,AL
82689.childexemp,,0
128310.singleexemp,u0,0
25312.city,ANCHORAE,ANCHORAGE
42762.state,KA,AK
84153.state,RP,PR
177664.marriedexemp,,0
9703.gender,***,F
75250.marriedexemp,***,0
130159.marriedexemp,u0,0
182700.childexemp,a0,0
108530.city,ALLAINCE,ALLIANCE
10655.marriedexemp,x0,0
32283.state,MN,NM
76685.marriedexemp,***,0
186137.singleexemp,,0
146251.state,mAK,AK
163010.singleexemp,04,40
28551.state,T,UT
103536.childexemp,2580,2850
12895.gender,iF,F
6699.gender,***,F
22152.state,CD,DC
49113.city,ALLzEN JUNCTION,ALLEN JUNCTION
109740.gender,***,M
184738.state,K,AK
77506.gender,xF,F
130791.childexemp,x0,0
77508.state,AuK,AK
9011.gender,***,F
33204.gender,***,F
67882.gender,eM,M
165828.state,K,AK
110441.singleexemp,***,0
169424.singleexemp,***,0
20173.childexemp,***,0
18738.childexemp,l0,0
182747.gender,,M
78326.gender,aF,F
61440.state,CD,DC
45063.childexemp,j0,0
4607.singleexemp,,0
50120.state,KA,AK
13180.gender,***,F
122977.singleexemp,***,0
142045.state,CD,DC
144647.city,MIDDEBURG,MIDDLEBURG
83692.singleexemp,300,3300
13752.gender,***,F
132962.childexemp,***,0
52408.marriedexemp,***,0
7499.gender,kF,F
164445.city,ROUNDPU,ROUNDUP
12787.gender,,F
192737.city,MLIN,AMLIN
73180.singleexemp,27f00,2700
152945.singleexemp,1s500,1500
35456.state,C,DC
91511.marriedexemp,,0
130247.state,K,AK
20600.marriedexemp,***,0
83542.childexemp,***,0
109424.state,C,DC
49448.childexemp,,0
108520.state,DgC,DC
64990.city,MvAURY CITY,MAURY CITY
178491.city,VEBLxEN,VEBLEN
6092.gender,,F
10270.marriedexemp,6600***,6600
29435.marriedexemp,660a0,6600
65588.city,NDOVER,ANDOVER
17585.state,DcC,DC
92105.gender,,F
12721.gender,***,F
141248.singleexemp,i0,0
147169.marriedexemp,,0
25033.childexemp,2300***,2300
178889.childexemp,***,0
43794.state,uAK,AK
145323.state,vDC,DC
178698.state,L,AL
59256.singleexemp,,0
35034.marriedexemp,d0,0
98830.singleexemp,***,0
59930.singleexemp,1000***,1000
25515.childexemp,,0
197361.gender,kF,F
192232.marriedexemp,,0
12920.gender,,F
32837.childexemp,***,0
180317.gender,***,F
140521.city,HAPPY VALLYE,HAPPY VALLEY
94892.city,ONRTH SAN JUAN,NORTH SAN JUAN
4916.state,CN,NC
89118.marriedexemp,5400,4500
78263.city,POCE,PONCE
61724.singleexemp,***,0
131714.singleexemp,***,0
26887.marriedexemp,***,0
92916.marriedexemp,***,0
135315.singleexemp,1200,2100
68962.childexemp,***,0
30240.singleexemp,12w750,12750
