Attribute,Index,Clean Value,Cleaned Value
author_list,979059,"{""Hiroshi Akima"",""Kazunori Nosaka"",""Aya Tomita"",""Anthony J Blazevich"",""Takayuki Inami"",""Ryosuke Ando"",""Kohei Watanabe""}","{""Hiroshi Akima""""Kazunori Nosaka""""Aya Tomita""""Anthony J Blazevich""""Takayuki Inami""""Ryosuke Ando""""Kohei Watanabe""}"
author_list,661572,"{""David J Roelfs"",""Joseph E Schwartz"",""Eran Shor"",""Karina W Davidson""}","{""David J Roelfs""""Joseph E Schwartz""""Eran Shor""""Karina W Davidson""}"
author_list,132901,"{""D Minors"",""J Waterhouse"",""G Ghirlanda"",""G Costa"",""G Tarondi""}","{""D Minors""""J Waterhouse""""G Ghirlanda""""G Costa""""G Tarondi""}"
author_list,245822,"{""C. B. Mogensen"",""I. B. Jacobsen"",""L. Wiboe""}","{""C. B. Mogensen""""I. B. Jacobsen""""L. Wiboe""}"
author_list,77389,"{""Emile E Voest"",""Saskia C C M Teunissen"",""Alexander de Graeff"",""Marija Trajkovic-Vidakovic""}","{""Emile E Voest""""Saskia C C M Teunissen""""Alexander de Graeff""""Marija Trajkovic-Vidakovic""}"
author_list,592817,"{""M. M. Parvaresh"",""M. Hashemi"",""R. Soodi"",""S. Nekoozadeh"",""S. A. Alemzadeh"",""K. G. Falavarjani"",""M. Modarres""}","{""M. M. Parvaresh""""M. Hashemi""""R. Soodi""""S. Nekoozadeh""""S. A. Alemzadeh""""K. G. Falavarjani""""M. Modarres""}"
author_list,288711,"{""S. Slawik"",""A. R. Dixon""}","{""S. Slawik""""A. R. Dixon""}"
author_list,184949,"{""D. Buzducea"",""Buzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood Berger"",""F. Lazar"",""E. I. Mardare""}","{""D. Buzducea""""Buzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood Berger""""F. Lazar""""E. I. Mardare""}"
author_list,833251,"{""E. Frank"",""L.D. Torres"",""D. Kupfer"",""K.L. Harkness"",""J. Guillaumot"",""J.E. Roberts"",""S.M. Monroe""}","{""E. Frank""""L.D. Torres""""D. Kupfer""""K.L. Harkness""""J. Guillaumot""""J.E. Roberts""""S.M. Monroe""}"
author_list,470174,"{""R Tello"",""K Kandarpa"",""R F Munden"",""S Hooton"",""R Pugatch""}","{""R Tello""""K Kandarpa""""R F Munden""""S Hooton""""R Pugatch""}"
author_list,315926,"{""I. Roberts"",""E. Heitman"",""C. Diguiseppi"",""T. Dinh-Zarr""}","{""I. Roberts""""E. Heitman""""C. Diguiseppi""""T. Dinh-Zarr""}"
author_list,901385,"{""O. A. Ladipo"",""J. C. Konje""}","{""O. A. Ladipo""""J. C. Konje""}"
author_list,787529,"{""S. McCormick"",""B. Gillis"",""A. Virus"",""M. A. Staten"",""C. Mobley"",""S. L. Volpe"",""J. Bridgman"",""L. El ghormli"",""D. D. Stadler"",""J. Hartstein""}","{""S. McCormick""""B. Gillis""""A. Virus""""M. A. Staten""""C. Mobley""""S. L. Volpe""""J. Bridgman""""L. El ghormli""""D. D. Stadler""""J. Hartstein""}"
author_list,481882,"{""Thomas Scherer"",""Jose M Garcia"",""Victor Papusha"",""Ji-an Chen"",""Mark Asnicar"",""Joanna Smiechowska"",""Bobby Guillory"",""Christoph Buettner"",""Roy G Smith"",""Anriada Nassif""}","{""Thomas Scherer""""Jose M Garcia""""Victor Papusha""""Ji-an Chen""""Mark Asnicar""""Joanna Smiechowska""""Bobby Guillory""""Christoph Buettner""""Roy G Smith""""Anriada Nassif""}"
author_list,581864,"{""Marcie W. Handler"",""James K. Luiselli"",""Jennifer A. Mautone""}","{""Marcie W. Handler""""James K. Luiselli""""Jennifer A. Mautone""}"
author_list,504206,"{""E Senneville"",""H Melliez"",""V Lovi"",""C Joseph"",""M Douaud"",""M Pradier"",""T Boyer"",""A Meybeck"",""L Fortin-Lebraud""}","{""E Senneville""""H Melliez""""V Lovi""""C Joseph""""M Douaud""""M Pradier""""T Boyer""""A Meybeck""""L Fortin-Lebraud""}"
author_list,235689,"{""K. C. McDermott"",""J. L. Blomquist"",""V. L. Handa"",""E. C. Evers""}","{""K. C. McDermott""""J. L. Blomquist""""V. L. Handa""""E. C. Evers""}"
author_list,659896,"{""Benjamin Zendejas"",""Stanley J Hamstra"",""Rose Hatala"",""David A Cook"",""Amy T Wang"",""Jason H Szostek"",""Patricia J Erwin"",""Ryan Brydges""}","{""Benjamin Zendejas""""Stanley J Hamstra""""Rose Hatala""""David A Cook""""Amy T Wang""""Jason H Szostek""""Patricia J Erwin""""Ryan Brydges""}"
author_list,84944,"{""Jae Jun Lee"",""Sang Yong Song"",""Soomin Ahn"",""Young Lyun Oh"",""Ji-Youn Sung"",""Chang Ohk Sung"",""Yoo-Young Lee""}","{""Jae Jun Lee""""Sang Yong Song""""Soomin Ahn""""Young Lyun Oh""""Ji-Youn Sung""""Chang Ohk Sung""""Yoo-Young Lee""}"
author_list,326944,"{""Andreas M_gge"",""Christoph Hanefeld"",""Rainer H B_ger"",""[Collective Name] CARDIAC study investigators""}","{""Andreas M���_gge""""Christoph Hanefeld""""Rainer H B���ger""""[Collective Name] CARDIAC study investigators""}"
author_list,922795,"{""R M Jones"",""P Conzen""}","{""R M Jones""""P Conzen""}"
author_list,768486,"{""C. Mills"",""S. Dalkin"",""J. Greenhalgh"",""C. Wood"",""L. Wood"",""J. Wright"",""E. Gibbons"",""N. Black"",""J. M. Valderas"",""R. Pawson"",""D. Meads""}","{""C. Mills""""S. Dalkin""""J. Greenhalgh""""C. Wood""""L. Wood""""J. Wright""""E. Gibbons""""N. Black""""J. M. Valderas""""R. Pawson""""D. Meads""}"
author_list,428363,"{""L Ramos"",""S Mathur_n"",""A Mateo"",""C L_pez"",""C G_mez""}","{""L Ramos""""S Mathur�_n""""A Mateo""""C L�_pez""""C G�_mez""}"
author_list,519287,"{""Glen M Blake"",""Tim D Spector"",""Ignac Fogelman"",""Usha Chinappen-Horsley""}","{""Glen M Blake""""Tim D Spector""""Ignac Fogelman""""Usha Chinappen-Horsley""}"
author_list,638918,"{""R Webster"",""E Spezi"",""S Mukherjee"",""R Adams"",""S Gwynne"",""J Staffurth"",""B Coles""}","{""R Webster""""E Spezi""""S Mukherjee""""R Adams""""S Gwynne""""J Staffurth""""B Coles""}"
author_list,111336,"{""Anders Halling"",""Hkan Odeberg"",""Henrik Forssell"",""Jacob Odeberg"",""Marie-Louise Persson"",""Lennart Rstam"",""Ivar Vaara"",""Ulf Lindblad"",""Michael Freitag""}","{""Anders Halling""""H̴kan Odeberg""""Henrik Forssell""""Jacob Odeberg""""Marie-Louise Persson""""Lennart R̴stam""""Ivar Vaara""""Ulf Lindblad""""Michael Freitag""}"
author_list,747279,"{""Patil S."",""Horobin H.""}","{""Patil S.""""Horobin H.""}"
author_list,674696,"{""A Brand"",""J Van der Heyden"",""S de Viron"",""H Van Oyen"",""N Malats""}","{""A Brand""""J Van der Heyden""""S de Viron""""H Van Oyen""""N Malats""}"
author_list,258108,"{""Mushro A"",""Niaura R S"",""Graham A L"",""Cobb N K"",""Fang Y"",""Cha S""}","{""Mushro A""""Niaura R S""""Graham A L""""Cobb N K""""Fang Y""""Cha S""}"
author_list,59308,"{""Ramune Grambaite"",""Anders M Fjell"",""Tormod Fladby"",""Kristine B Walhovd"",""Vidar Stenset"",""Ivar Reinvang""}","{""Ramune Grambaite""""Anders M Fjell""""Tormod Fladby""""Kristine B Walhovd""""Vidar Stenset""""Ivar Reinvang""}"
author_list,610641,"{""Luiz Rogrio de Carvalho Oliveira"",""Nilza Aparecida Almeida de Carvalho"",""Flvio C L Cavalcanti Ara_jo"",""Izabela Menezes Pagotto"",""Paulo Chiavone""}","{""Luiz Rog̩rio de Carvalho Oliveira""""Nilza Aparecida Almeida de Carvalho""""Fl��vio C L Cavalcanti Ara̼jo""""Izabela Menezes Pagotto""""Paulo Chiavone""}"
author_list,631704,"{""Qiong Chen"",""Wei Fan"",""Qianhong Ma"",""Zhongying Huang"",""Zhun Xiao"",""Shangwei Li""}","{""Qiong Chen""""Wei Fan""""Qianhong Ma""""Zhongying Huang""""Zhun Xiao""""Shangwei Li""}"
author_list,973076,"{""E. Mainardi"",""G. Moscato"",""A. Montanelli"",""M. Dotti"",""R. Nano""}","{""E. Mainardi""""G. Moscato""""A. Montanelli""""M. Dotti""""R. Nano""}"
author_list,931402,"{""A. K. Marcee"",""S. P. Roaten"",""J. B. Morrow"",""K. J. Kowalske"",""L. E. Snell"",""L. L. Goetz""}","{""A. K. Marcee""""S. P. Roaten""""J. B. Morrow""""K. J. Kowalske""""L. E. Snell""""L. L. Goetz""}"
author_list,908690,"{""Address Correspondence"",""S. Karimifard"",""Addresses Author"",""ahmadian@sina.tums.ac.ir "",""Tehran Medical Physics"",""Tehran Medical Physics"",""Department of Biomedical Systems S. Karimifard"",""Tums Tehran Iran Email University of Medical Sciences"",""A. Ahmadian"",""Tums Tehran Iran University of Medical Sciences"",""Systems Department of Biomedical""}","{""Address Correspondence""""S. Karimifard""""Addresses Author""""ahmadian@sina.tums.ac.ir """"Tehran Medical Physics""""Tehran Medical Physics""""Department of Biomedical Systems S. Karimifard""""Tums Tehran Iran Email University of Medical Sciences""""A. Ahmadian""""Tums Tehran Iran University of Medical Sciences""""Systems Department of Biomedical""}"
author_list,759329,"{""V Youtananukorn"",""P Mantangkasombut""}","{""V Youtananukorn""""P Mantangkasombut""}"
author_list,386327,"{""Dalia Elimam"",""Keith A Webster"",""Ahmed Omran"",""Fei Yin"",""Lina A Shehadeh""}","{""Dalia Elimam""""Keith A Webster""""Ahmed Omran""""Fei Yin""""Lina A Shehadeh""}"
author_list,695010,"{""Jia-rui Pu"",""Dan Li"",""De-hua Yang"",""Li-duan Zheng"",""Xiao-dan Zheng"",""Hong Mei"",""Xuan Xiang"",""Qiang-song Tong""}","{""Jia-rui Pu""""Dan Li""""De-hua Yang""""Li-duan Zheng""""Xiao-dan Zheng""""Hong Mei""""Xuan Xiang""""Qiang-song Tong""}"
author_list,191908,"{""J. Falkingham"",""M. Evandrou"",""A. Vlachantoni"",""J. Robards""}","{""J. Falkingham""""M. Evandrou""""A. Vlachantoni""""J. Robards""}"
author_list,384767,"{""Sarah H O'Brien"",""Marisa Tucci"",""Antonio Rodriguez Nunez"",""Philip C Spinella"",""Li Qin"",""Edward Vincent S Faustino"",""Adrienne G Randolph"",""Edward Truemper"",""Simon Li"",""Kimberly Marohn"",""Sheila Hanson"",""Michael Yung"",""[Collective Name] PROphylaxis against ThRombosis prACTice (PROTRACT) Study Investigators of the PALISI BloodNet""}","{""Sarah H O'Brien""""Marisa Tucci""""Antonio Rodriguez Nunez""""Philip C Spinella""""Li Qin""""Edward Vincent S Faustino""""Adrienne G Randolph""""Edward Truemper""""Simon Li""""Kimberly Marohn""""Sheila Hanson""""Michael Yung""""[Collective Name] PROphylaxis against ThRombosis prACTice (PROTRACT) Study Investigators of the PALISI BloodNet""}"
author_list,855912,"{""E. A. Martin"",""L. F. Costa"",""H. Li"",""Y. Zhang"",""M. P. Viana"",""S. M. Rafelski"",""W. F. Marshall""}","{""E. A. Martin""""L. F. Costa""""H. Li""""Y. Zhang""""M. P. Viana""""S. M. Rafelski""""W. F. Marshall""}"
author_list,710727,"{""DeLosh EL"",""Bugg JM"",""Clegg BA""}","{""DeLosh EL""""Bugg JM""""Clegg BA""}"
author_list,816996,"{""C.P. Richter"",""L.H. Riley Jr.""}","{""C.P. Richter""""L.H. Riley Jr.""}"
author_list,625016,"{""P E Goretzki"",""B J Lammers"",""T Otto""}","{""P E Goretzki""""B J Lammers""""T Otto""}"
author_list,275675,"{""J. Robinson"",""D. W. Smith"",""B. Colwell"",""S. L. Stevens"",""C. McMillan""}","{""J. Robinson""""D. W. Smith""""B. Colwell""""S. L. Stevens""""C. McMillan""}"
author_list,967376,"{""H. C. Chen"",""S. M. Lin"",""C. L. Chou"",""C. T. Yu"",""H. P. Kuo"",""C. H. Kuo""}","{""H. C. Chen""""S. M. Lin""""C. L. Chou""""C. T. Yu""""H. P. Kuo""""C. H. Kuo""}"
author_list,640230,"{""Justin W Timbie"",""Marcela Horvitz-Lennon"",""Sharon-Lise T Normand"",""Richard G Frank""}","{""Justin W Timbie""""Marcela Horvitz-Lennon""""Sharon-Lise T Normand""""Richard G Frank""}"
author_list,625663,"{""Paola Bollini"",""Giuseppe Tibaldi"",""Bruce Kupelnick"",""Carmine Munizza"",""Sandro Pampallona""}","{""Paola Bollini""""Giuseppe Tibaldi""""Bruce Kupelnick""""Carmine Munizza""""Sandro Pampallona""}"
author_list,480649,"{""A. Ungkanungdecha"",""C. Chayachinda"",""J. Veeragul"",""J. Jisabai""}","{""A. Ungkanungdecha""""C. Chayachinda""""J. Veeragul""""J. Jisabai""}"
author_list,692358,"{""A Green"",""J Lewis"",""C Worsfold"",""J Saranga""}","{""A Green""""J Lewis""""C Worsfold""""J Saranga""}"
author_list,867207,"{""H. Jungk"",""W. Madla"",""V. Schottstedt"",""T. Alt""}","{""H. Jungk""""W. Madla""""V. Schottstedt""""T. Alt""}"
author_list,253149,"{""A. S. Lee"",""S. Davies"",""P. C. Naik""}","{""A. S. Lee""""S. Davies""""P. C. Naik""}"
author_list,929971,"{""R. A. Rosenheck"",""J. Tsai"",""A. S. Mares""}","{""R. A. Rosenheck""""J. Tsai""""A. S. Mares""}"
author_list,470385,"{""Lee W."",""Kirk J.S."",""Shaheen K.W."",""Romero R."",""Hodges A.N."",""Comstock C.H.""}","{""Lee W.""""Kirk J.S.""""Shaheen K.W.""""Romero R.""""Hodges A.N.""""Comstock C.H.""}"
author_list,685178,"{""Mark Kern"",""Karen Dikeman"",""Barbara Grande"",""Marta Kazandjian"",""Terilynn Nitschke"",""Stephanie Daniels"",""Benson Massey"",""Reza Shaker"",""Caryn Easterling""}","{""Mark Kern""""Karen Dikeman""""Barbara Grande""""Marta Kazandjian""""Terilynn Nitschke""""Stephanie Daniels""""Benson Massey""""Reza Shaker""""Caryn Easterling""}"
author_list,653325,"{""Min Zeng"",""Yue Pan"",""Qunyuan Zhang"",""Ke-Sheng Wang"",""Nagesh Aragam"",""Xuefeng Liu""}","{""Min Zeng""""Yue Pan""""Qunyuan Zhang""""Ke-Sheng Wang""""Nagesh Aragam""""Xuefeng Liu""}"
author_list,893573,"{""Ahmad Qamar"",""Muhammad Shahid"",""Md. Abdur Rahman"",""Ahmed Lbath"",""Akhlaq Ahmad"",""Faizan Ur Rehman"",""Abdullah Murad"",""Bilal Sadiq""}","{""Ahmad Qamar""""Muhammad Shahid""""Md. Abdur Rahman""""Ahmed Lbath""""Akhlaq Ahmad""""Faizan Ur Rehman""""Abdullah Murad""""Bilal Sadiq""}"
author_list,56272,"{""Virginia D Buckles"",""Andrew J Saykin"",""Eric McDade"",""Stephen P Salloway"",""Aaron P Schultz"",""Peter R Schofield"",""Randall Bateman"",""Adam M Brickman"",""Nick C Fox"",""John C Morris"",""John M Ringman"",""Christopher C Rowe"",""Paul Thompson"",""Clifford Jack"",""Beau M Ances"",""Allison M Goate"",""Robert A Koeppe"",""Stephen Correia"",""Jasmeer P Chhatwal"",""Caroline A Sullivan"",""Anne M Fagan"",""Richard Mayeux"",""Daniel S Marcus"",""Tammie L S Benzinger"",""Keith Johnson"",""Reisa A Sperling"",""Chengjie Xiong""}","{""Virginia D Buckles""""Andrew J Saykin""""Eric McDade""""Stephen P Salloway""""Aaron P Schultz""""Peter R Schofield""""Randall Bateman""""Adam M Brickman""""Nick C Fox""""John C Morris""""John M Ringman""""Christopher C Rowe""""Paul Thompson""""Clifford Jack""""Beau M Ances""""Allison M Goate""""Robert A Koeppe""""Stephen Correia""""Jasmeer P Chhatwal""""Caroline A Sullivan""""Anne M Fagan""""Richard Mayeux""""Daniel S Marcus""""Tammie L S Benzinger""""Keith Johnson""""Reisa A Sperling""""Chengjie Xiong""}"
author_list,737786,"{""R. R. M. Bos"",""E. W. Hoving"",""M. Wagemakers""}","{""R. R. M. Bos""""E. W. Hoving""""M. Wagemakers""}"
author_list,680306,"{""William W Thatcher"",""Normand R St-Pierre"",""Dale E Bauman"",""Joseph S Hogan"",""K Larry Smith"",""Robert J Collier"",""George A Milliken"",""Jan K Shearer""}","{""William W Thatcher""""Normand R St-Pierre""""Dale E Bauman""""Joseph S Hogan""""K Larry Smith""""Robert J Collier""""George A Milliken""""Jan K Shearer""}"
author_list,53877,"{""Sheu-jen Huang"",""Maiga Chang"",""Wen-chi Hung"",""Janie Chang""}","{""Sheu-jen Huang""""Maiga Chang""""Wen-chi Hung""""Janie Chang""}"
author_list,504928,"{""Ilaria Casetta"",""Gerardo Iuliano"",""Graziella Filippini""}","{""Ilaria Casetta""""Gerardo Iuliano""""Graziella Filippini""}"
author_list,671386,"{""Jasmin Abbas"",""Cholpan Jasaabuu"",""Andreas Gunter Bach"",""Alexey Surov"",""Dominik Schramm"",""Andreas Wienke""}","{""Jasmin Abbas""""Cholpan Jasaabuu""""Andreas Gunter Bach""""Alexey Surov""""Dominik Schramm""""Andreas Wienke""}"
author_list,981412,"{""N. M. Pinheiro"",""R. Almeida-Reis"",""L. Oliva"",""M. A. Martins"",""M. L. V. Oliva"",""O. A. Theodoro-Junior"",""E. A. Leick"",""I. F. L. C. Tibrio"",""C. M. Prado"",""R. F. Righetti"",""B. T. M. Oliveira""}","{""N. M. Pinheiro""""R. Almeida-Reis""""L. Oliva""""M. A. Martins""""M. L. V. Oliva""""O. A. Theodoro-Junior""""E. A. Leick""""I. F. L. C. Tib̩rio""""C. M. Prado""""R. F. Righetti""""B. T. M. Oliveira""}"
author_list,785472,"{""G. Rahav"",""G. Regev-Yochay"",""I. Abullaish"",""A. Elhamdany"",""R. Malley"",""M. Raz"",""A. Goral"",""Y. Roytman"",""B. Shainberg"",""M. Varon"",""A. Ziv""}","{""G. Rahav""""G. Regev-Yochay""""I. Abullaish""""A. Elhamdany""""R. Malley""""M. Raz""""A. Goral""""Y. Roytman""""B. Shainberg""""M. Varon""""A. Ziv""}"
author_list,734077,"{""M. Niewada"",""J. Paweska"",""A. Budaj"",""T. Macioch"",""P. Perkowski""}","{""M. Niewada""""J. Pawe��ska""""A. Budaj""""T. Macioch""""P. Perkowski""}"
author_list,46028,"{""S Ikawa"",""M Sudoh"",""M Suzuki"",""S Matsubara"",""M Shiota"",""K Kawakami""}","{""S Ikawa""""M Sudoh""""M Suzuki""""S Matsubara""""M Shiota""""K Kawakami""}"
author_list,743129,"{""Pardis Pedram"",""Guang Sun""}","{""Pardis Pedram""""Guang Sun""}"
author_list,392246,"{""Narumi Tomisawa"",""Akihiro C Yamashita""}","{""Narumi Tomisawa""""Akihiro C Yamashita""}"
author_list,904889,"{""Ge H.-Y."",""Fernndez-de-las-Peas C."",""Yue S.-W.""}","{""Ge H.-Y.""""Fern��ndez-de-las-Pe̱as C.""""Yue S.-W.""}"
author_list,360147,"{""M. A. Alba"",""S. Prieto-Gonzalez"",""A. Garcia-Martinez"",""M. C. Cid"",""M. Butjosa"",""G. Espigol-Frigole"",""J. Hernandez-Rodriguez""}","{""M. A. Alba""""S. Prieto-Gonzalez""""A. Garcia-Martinez""""M. C. Cid""""M. Butjosa""""G. Espigol-Frigole""""J. Hernandez-Rodriguez""}"
author_list,670289,"{""Bin Hu"",""Hong-ju Mao"",""Jing Zhao"",""Ying Huang"",""Rong-huan Yu"",""Chao Guan""}","{""Bin Hu""""Hong-ju Mao""""Jing Zhao""""Ying Huang""""Rong-huan Yu""""Chao Guan""}"
author_list,821702,"{""T. Foltynie"",""R.A. Barker"",""S.J.G. Lewis"",""C.H. Williams-Gray""}","{""T. Foltynie""""R.A. Barker""""S.J.G. Lewis""""C.H. Williams-Gray""}"
author_list,188890,"{""R Asanger"",""P M Shah"",""F M Kahan""}","{""R Asanger""""P M Shah""""F M Kahan""}"
author_list,427455,"{""Katherine A Yeager"",""Susan Bauer-Wu""}","{""Katherine A Yeager""""Susan Bauer-Wu""}"
author_list,246204,"{""J. Oskam"",""J. H. Hegeman"",""J. Palen"",""H. J. Duis"",""P. A. M. Vierhout""}","{""J. Oskam""""J. H. Hegeman""""J. Palen""""H. J. Duis""""P. A. M. Vierhout""}"
author_list,857402,"{""D. A. Tyurin"",""V. A. Belov"",""D. N. Laikov"",""A. V. Akimov"",""E. Y. Misochko""}","{""D. A. Tyurin""""V. A. Belov""""D. N. Laikov""""A. V. Akimov""""E. Y. Misochko""}"
author_list,704357,"{""A. Sudo"",""S. Ishiguro"",""K. Iida""}","{""A. Sudo""""S. Ishiguro""""K. Iida""}"
author_list,716785,"{""Rutherford OM"",""Kennedy J"",""Skelton DA""}","{""Rutherford OM""""Kennedy J""""Skelton DA""}"
author_list,746065,"{""Costin M."",""Dumbrav__ E.L."",""Postolache P."",""Cojocaru D.C.""}","{""Costin M.""""Dumbrav�_ E.L.""""Postolache P.""""Cojocaru D.C.""}"
author_list,738322,"{""S. Pelofsky"",""P. D. Hunter""}","{""S. Pelofsky""""P. D. Hunter""}"
author_list,351534,"{""T Delormier"",""A C Macaulay"",""M Cargo"",""A M McComber"",""L Potvin""}","{""T Delormier""""A C Macaulay""""M Cargo""""A M McComber""""L Potvin""}"
author_list,872389,"{""R H Dowling"",""G M Murphy"",""P B Hylemon"",""G French"",""M J Veysey"",""L A Thomas""}","{""R H Dowling""""G M Murphy""""P B Hylemon""""G French""""M J Veysey""""L A Thomas""}"
author_list,499983,"{""Gao YH"",""Lin ZY"",""Zhang GJ"",""Zhong NS"",""Chen RC"",""Gao Y"",""Tang Y"",""Lin ZM"",""Xu G"",""Li HM"",""Guan WJ""}","{""Gao YH""""Lin ZY""""Zhang GJ""""Zhong NS""""Chen RC""""Gao Y""""Tang Y""""Lin ZM""""Xu G""""Li HM""""Guan WJ""}"
author_list,320139,"{""J. P. Cegielski"",""S. P. Althomsons""}","{""J. P. Cegielski""""S. P. Althomsons""}"
author_list,735083,"{""Sebastien Racinais"",""Olivier Girard"",""Lars Nybo"",""Magni Mohr"",""Martin Thomassen""}","{""Sebastien Racinais""""Olivier Girard""""Lars Nybo""""Magni Mohr""""Martin Thomassen""}"
author_list,978471,"{""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""}","{""Gary P. Wormser""""Alvin E. Friedman-Kien""""Miguel Sanchez""}"
author_list,152626,"{""D. D. Town"",""C. P. Chen"",""Y. N. Su"",""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang"",""C. W. Pan"",""C. C. Lee"",""F. J. Tsai"",""P. C. Wu"",""M. C. Huang""}","{""D. D. Town""""C. P. Chen""""Y. N. Su""""W. CN  - PubMed DA  - Dec DO  - 10.1016/s1028-4559(10)60117-9 DP  - NLM ET  - 2011/01/05 Wang""""C. W. Pan""""C. C. Lee""""F. J. Tsai""""P. C. Wu""""M. C. Huang""}"
author_list,90272,"{""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""}","{""Qiao-Hong Hu""""Zhi-Liang Huang""""Xiao-Ming Fan""""Shuang-Xi Chen""""Xiang-Yang Song""""Xiao-Ying Qiu""}"
author_list,776651,"{""K. Kristensson"",""L. Svensson"",""H. B. Greenberg"",""K. Weclewicz""}","{""K. Kristensson""""L. Svensson""""H. B. Greenberg""""K. Weclewicz""}"
author_list,931361,"{""R. Kern"",""A. Pronovost"",""P. Peng""}","{""R. Kern""""A. Pronovost""""P. Peng""}"
author_list,623358,"{""Paschal Sheeran"",""Richard Cooke""}","{""Paschal Sheeran""""Richard Cooke""}"
author_list,385940,"{""Jesper I Reimers"",""Sabrina G Ellese"",""Henrik  Andersen""}","{""Jesper I Reimers""""Sabrina G Elles��e""""Henrik �� Andersen""}"
author_list,515254,"{""S Murat"",""H Avsever"",""S Y_ksel"",""C S Paksoy"",""B Onder"",""K Kamburoglu""}","{""S Murat""""H Avsever""""S Y�_ksel""""C S Paksoy""""B Onder""""K Kamburoglu""}"
author_list,674623,"{""Angel Rosa-Alczar"",""Ana I Rosa-Alczar"",""Marina Iniesta-Sep_lveda""}","{""Angel Rosa-Alc����zar""""Ana I Rosa-Alc����zar""""Marina Iniesta-Sep���lveda""}"
author_list,226419,"{""Enie Akhtar Bt Nawawi"",""Ahlam M Al-Kharabsheh"",""Tsia-Shu Lo""}","{""Enie Akhtar Bt Nawawi""""Ahlam M Al-Kharabsheh""""Tsia-Shu Lo""}"
author_list,178078,"{""J. De La Camera"",""M. M. Mesfin"",""A. M. Kedir"",""G. Amanual"",""T. Araya"",""I. G. Tareke""}","{""J. De La Camera""""M. M. Mesfin""""A. M. Kedir""""G. Amanual""""T. Araya""""I. G. Tareke""}"
author_list,57483,"{""Diana Duro"",""Augusto Goulo"",""Gon_alo Santos"",""Nuno Mendon_a"",""Isabel Santana"",""Eg_dio Machado""}","{""Diana Duro""""Augusto Gouḷo""""Gon̤alo Santos""""Nuno Mendon̤a""""Isabel Santana""""Eg�_dio Machado""}"
author_list,338547,"{""Bruno Vincenzi"",""Daniele Santini"",""Giuseppe Tonini"",""Anna Maria Frezza""}","{""Bruno Vincenzi""""Daniele Santini""""Giuseppe Tonini""""Anna Maria Frezza""}"
